public_id,name,name_en,type,country,region,focus,instruments,role,fb_url,ig_url,youtube_url,x_url,threads_url,tiktok_url,website_url,opentix_query,keywords
261,歷奇口琴隊,Adventure Harmonica Band,團體,香港,香港,口琴合奏/社群演出/教育/THMF 2026大合奏公開組並列季軍,口琴大合奏,國際演出團體,,https://www.instagram.com/adventure_harmonica/,,,,,,,Adventure Harmonica Band 歷奇口琴隊 Hong Kong Steffi Leung THMF 2026 大合奏 季軍
262,李志華,Lee Chin Wah,個人,新加坡,新加坡,半音階/三重奏/口琴教育/指揮/亞太口琴節評審,半音階/複音/口琴重奏,國際演出人員/教師/指揮,,https://www.instagram.com/chinwahlee/,,,,,,,李志華 Lee Chin Wah Singapore harmonica APHF THMF
263,JDR Harmonica,JDR Harmonica,品牌/樂器製造商,中國,中國/江蘇/江陰,口琴製造/十孔/半音階/器材資訊/國際音樂節贊助,十孔/半音階/口琴,器材品牌/活動贊助單位,https://www.facebook.com/JDRmusik/,https://www.instagram.com/jdr_harmonica/,https://www.youtube.com/@JDRHarmonica,,,,https://www.jdrharmonica.com/,,JDR Harmonica 嘉德瑞 Jiangyin Soundreal harmonica THMF SIHF
264,Leon Li,Leon Li,個人/製琴研究者,中國,中國/美國,口琴演奏/口琴聲學/製琴/產品設計/SIHF 2026,口琴,國際演出人員/口琴設計研究者,,,,,,,https://ceeo.tufts.edu/people/staff/leon-li,,Leon Li harmonica acoustics designer SIHF 2026 JDR Jiangyin Soundreal
265,林筱茹,Hsiao-Ju Lin,個人,臺灣,臺灣,半音階/古典/新生代演奏/THMF 2026/國際比賽,半音階,演出人員,,,,,,,https://www.taiwanharmonica.com/2026artists-gala,,林筱茹 半音階口琴 THMF 2026 From Harmonica to Music
266,蔡景玫,Ching-Mei Tsai,個人,臺灣,臺灣,複音/低音口琴/Up Side Down/THMF 2026/國際比賽,複音/低音口琴,演出人員/樂團成員,,,,,,,https://www.taiwanharmonica.com/2026artists-gala,,蔡景玫 複音口琴 低音口琴 Up Side Down THMF 2026
267,傅泓亮,Fu Hongliang,個人,中國,中國/甘肅/蘭州,複音/半音階/演出/教學/國際賽事/2026 琴韻東坡・簧鳴西南,複音/半音階,國際演出人員/教師,,,,,,,https://www.jstz.gov.cn/a/20230313/1678688627693.shtml,,傅泓亮 Fu Hongliang 口琴 甘肅 蘭州 華夏 亞太 琴韻東坡 簧鳴西南 2026
268,中國大眾音協口琴樂團,China Popular Music Association Harmonica Ensemble,團體,中國,中國,中國大眾音樂協會口琴專業委員會大型合奏/《西遊記》主題演出/華夏與亞太口琴節/全國口琴交流,半音階口琴/複音口琴/和弦口琴/低音口琴,全國協會樂團/國際音樂節演出團體,,,,,,,https://aphfx-1255574727.cos.ap-shanghai.myqcloud.com/20251225/416d60da462842daa00b391b22745c24.mp4,,中國大眾音協口琴樂團 China Popular Music Association Harmonica Ensemble 西遊記 APHF 華夏亞太口琴節
269,葉梓翀,Yip Tsz Chung Matthew,個人,香港,香港,半音階/RedBricks/國際比賽/教學/THMF 2026,半音階,國際演出人員/教師,,,,,,,https://www.taiwanharmonica.com/2026artists-gala,,葉梓翀 Yip Tsz Chung Matthew RedBricks SIHF WHF THMF 2026
270,首爾獨奏家口琴樂團,Seoul Soloists Harmonica Orchestra,團體,韓國,韓國/首爾,朴鍾聲指揮的完整口琴樂團/半音階、和弦與低音聲部/2024首爾定期公演/2025世界口琴節成人團體與口琴樂團雙冠軍/2026臺灣口琴音樂節演出,半音階口琴/和弦口琴/低音口琴/口琴樂團,世界冠軍口琴樂團/國際演出團體,,,,,,,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149308&menuNo=200110,,首爾獨奏家口琴樂團 Seoul Soloists Harmonica Orchestra SSHO 朴鍾聲 Park Jongseong WHF 2025 group orchestra champion THMF 2026 Seoul concert
271,劉銘澤,Liu Mingze,個人,中國,中國,口琴獨奏/《紫色激情》/華夏與亞太口琴節公開演出,口琴,音樂節演出人員,,,,,,,https://aphfx-1255574727.cos.ap-shanghai.myqcloud.com/20251225/1bec01327740414fa644a2a0da44e08c.mp4,,劉銘澤 刘铭泽 Liu Mingze 口琴 紫色激情 APHF 華夏亞太口琴節
272,Monica J,Monica J,個人,韓國,韓國/首爾,首爾藝術大學口琴主修/EASTTOP藝人/2026 APHF與SIHF評審/琴韻東坡・簧鳴西南,半音階口琴,國際演出人員/評審,,,https://www.youtube.com/user/jhr0508/videos,,,,https://easttopharmonica.com/artistitem.asp?plt=52,,Monica J harmonica Seoul Arts EASTTOP artist APHF SIHF judge 琴韻東坡 簧鳴西南 2026
273,Kitauji Sextet,Kitauji Sextet,團體,中國,中國,六重奏/國際比賽/WHF 2025,口琴六重奏,國際演出團體,,,,,,,https://worldharmonicafestival.de/wp-content/uploads/2025/09/WHF_2025_Competition_Participant_List__Schedule-2.pdf,,Kitauji Sextet China harmonica WHF 2025 Crescent Moon Dance
274,Resonance Storm,Resonance Storm,團體,臺灣,臺灣,重奏/國際比賽/WHF 2025/林家靖編曲,口琴重奏,演出團體,,,,,,,https://worldharmonicafestival.de/wp-content/uploads/2025/09/WHF_2025_Competition_Participant_List__Schedule-2.pdf,,Resonance Storm Taiwan harmonica WHF 2025 Taiwan Fantasy Giant Tree Rolabo Lin
275,Heartstrings in Harmony,Heartstrings in Harmony,團體,臺灣,臺灣,重奏/國際比賽/WHF 2025/天狼星編曲,口琴重奏,演出團體,,,,,,,https://worldharmonicafestival.de/wp-content/uploads/2025/09/WHF_2025_Competition_Participant_List__Schedule-2.pdf,,Heartstrings in Harmony Taiwan harmonica WHF 2025 Sirius Harmonica Ensemble
276,Paskho Harmonica Ensemble,Paskho Harmonica Ensemble,團體,臺灣,臺灣,重奏/國際比賽/WHF 2025/林家靖編曲,口琴重奏,演出團體,,,,,,,https://worldharmonicafestival.de/wp-content/uploads/2025/09/WHF_2025_Competition_Participant_List__Schedule-2.pdf,,Paskho Harmonica Ensemble Taiwan harmonica WHF 2025 Rolabo Lin
277,Kyber Harmonica Ensemble,Kyber Harmonica Ensemble,團體,臺灣,臺灣,重奏/國際比賽/WHF 2025,口琴重奏,演出團體,,,,,,,https://worldharmonicafestival.de/wp-content/uploads/2025/09/WHF_2025_Competition_Participant_List__Schedule-2.pdf,,Kyber Harmonica Ensemble Taiwan harmonica WHF 2025 Star Wars Suite
278,無錫市人民政府（亞太口琴藝術週資訊）,Wuxi Municipal Government - Asia Pacific Harmonica Art Week,政府/資訊來源,中國,中國/江蘇/無錫,第十五屆亞太口琴藝術週/政府文化新聞/活動資訊,口琴/文化活動,官方活動資訊來源,,,,,,,https://www.wuxi.gov.cn/doc/2026/07/26/4810061.shtml,,無錫市人民政府 Wuxi 第十五屆亞太口琴藝術週 江陰 2026 21國 2500人
279,Don't Cry Ensemble,Don't Cry Ensemble,團體,臺灣,臺灣,三重奏/小合奏/THMF 2026小合奏公開組並列亞軍,口琴三重奏/小合奏,演出團體,,,,,,,https://www.taiwanharmonica.com/s/E1_-h3sj.pdf,,Don't Cry Ensemble Taiwan harmonica THMF 2026 E1 second
280,Comet Harmonica Ensemble,Comet Harmonica Ensemble,團體,臺灣,臺灣,小合奏/THMF 2026小合奏公開組第四名,口琴小合奏,演出團體,,,,,,,https://www.taiwanharmonica.com/s/E1_-h3sj.pdf,,Comet Harmonica Ensemble Taiwan harmonica THMF 2026 E1 fourth
281,AcousTek Harmonica Ensemble,AcousTek Harmonica Ensemble,團體,臺灣,臺灣,小合奏/THMF 2026小合奏公開組季軍,口琴小合奏,演出團體,,,,,,,https://www.taiwanharmonica.com/s/E1_-h3sj.pdf,,AcousTek Harmonica Ensemble Taiwan harmonica THMF 2026 E1 third The Map Painter Adventure
282,自由的口琴樂團,Free Harmonica Ensemble,團體,臺灣,臺灣,大合奏/THMF 2026大合奏公開組第五名,口琴大合奏,演出團體,,,,,,,https://www.taiwanharmonica.com/s/F1_-kgya.pdf,,自由的口琴樂團 Free Harmonica Ensemble Taiwan THMF 2026 F1 fifth Attack on Titan Medley
283,巴國聯軍,Baguo Alliance,團體,臺灣,臺灣,大合奏/跨團合作/THMF 2026大合奏公開組亞軍,口琴大合奏,演出團體,,,,,,,https://www.taiwanharmonica.com/s/F1_-kgya.pdf,,巴國聯軍 Baguo Alliance Taiwan harmonica THMF 2026 F1 second Disney Fantasy
284,龍騎士口琴樂團,Dragon Knight Harmonica Ensemble,團體,臺灣,臺灣,大合奏/THMF 2026大合奏公開組冠軍,口琴大合奏,演出團體,,,,,,,https://www.taiwanharmonica.com/s/F1_-kgya.pdf,,龍騎士 Dragon Knight Harmonica Ensemble Taiwan THMF 2026 F1 champion 馴龍高手
285,海豚星樂團,Dolphin Star Harmonica Ensemble,團體,臺灣,臺灣/南投,跨世代合奏/偏鄉音樂教育/THMF 2026大合奏公開組第七名,口琴大合奏,演出團體/教育推廣,,,,,,,https://www.taiwanharmonica.com/s/F1_-kgya.pdf,,海豚星樂團 Dolphin Star Harmonica Ensemble 南投 廣福國小 口琴 THMF 2026 F1 seventh
286,Seoul BLUE Harmonica Ensemble,Seoul BLUE Harmonica Ensemble,團體,韓國,韓國/首爾,小合奏/2024 亞太口琴節長青小合奏組冠軍/2025 定期公演,口琴重奏,國際演出團體,,,,,,,https://gcfac.or.kr/performance/commonView?currRow=1&gcfac_menu_cd=U0007&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&seq_no=3630&serhDate=&serhPerforDisplay=&serhTitle=,,Seoul BLUE Harmonica Ensemble Korea APHF 2024 senior small ensemble champion
287,Seoul RED Harmonica Ensemble,Seoul RED Harmonica Ensemble,團體,韓國,韓國/首爾,室內樂/2024 亞太口琴節公開室內樂組季軍/2025 定期公演,口琴重奏,國際演出團體,,,,,,,https://gcfac.or.kr/performance/commonView?currRow=1&gcfac_menu_cd=U0007&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&seq_no=3630&serhDate=&serhPerforDisplay=&serhTitle=,,Seoul RED Harmonica Ensemble Korea APHF 2024 open chamber third prize
288,Seoul THE DREAM Harmonica Orchestra,Seoul THE DREAM Harmonica Orchestra,團體,韓國,韓國/首爾,大型合奏/2024 亞太口琴節公開管弦樂組冠軍/2025 定期公演,半音階/複音/和弦/低音口琴,國際演出團體,,,,,,,https://gcfac.or.kr/performance/commonView?currRow=1&gcfac_menu_cd=U0007&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&seq_no=3630&serhDate=&serhPerforDisplay=&serhTitle=,,Seoul THE DREAM Harmonica Orchestra Korea APHF 2024 open orchestra champion
289,Tony Eyers,Tony Eyers,個人,澳洲,澳洲/雪梨,複音與十孔口琴/傳統音樂/Major Cross 調音/線上教學/APHF 2026,複音/十孔口琴,國際演出人員/教育者,,,,,,,https://tonyeyers.com/,,Tony Eyers Australia harmonica Harmonica Academy Major Cross APHF 2026
290,Ivan Marcio,Ivan Marcio,個人,巴西,巴西/聖保羅,藍調口琴/Jump Blues/錄音製作/教學/APHF 2026,十孔口琴,國際演出人員/教育者/製作人,,https://www.instagram.com/ivanmarciogaita/,,,,,https://www.aphfhx.com/information/announcementDetail/417110312852779008,,Ivan Marcio ivanmarciogaita Brazil blues harmonica APHF 2026
291,Angelberto Pibe Árcega,Angelberto Pibe Arcega,個人,墨西哥,墨西哥/科利馬,藍調與爵士口琴/跨界電子音樂/音樂製作與廣播/APHF 2026,十孔/半音階口琴,國際演出人員/製作人/教育推廣,https://www.facebook.com/pibe.arcega/,,,,,,https://www.ucol.mx/noticias/nota_14055.htm,,Angelberto Pibe Arcega Mexico Colima blues jazz harmonica APHF 2026 PARCEGAD
292,Julien Cormier,Julien Cormier,個人,法國,法國/奧克西塔尼,藍調與Roots音樂/Straw Men二重奏/De l’Hers sur les anches口琴音樂節組織與演出/APHF 2026,十孔口琴,國際演出人員/音樂節策劃與推廣者,,,,,,,https://www.aymeric-simon.com/straw-man,,Julien Cormier France harmonica Straw Men blues roots De l Hers sur les anches APHF 2026
293,Michał Kielak,Michal Kielak,個人,波蘭,波蘭,藍調口琴/錄音與巡演/2024 波蘭年度口琴手/APHF 2026,十孔口琴,國際演出人員/錄音樂手,,,,,,,https://kielak.pl/,,Michal Kielak Michał Kielak Poland harmonica harp player APHF 2026
294,Ian Lofamia,Ian Lofamia,個人,菲律賓,菲律賓/馬尼拉,藍調口琴/錄音與電影配樂/Ian Lofamia Band/APHF 2026,十孔口琴,國際演出人員/錄音樂手,,,,,,,https://tbcmanila.com/work/giliw-mv,,Ian Jorelle Lofamia Philippines blues harmonica Ian Lofamia Band APHF 2026
295,SUZUKI Harmonica,SUZUKI Harmonica,品牌,日本,日本/靜岡,半音階/十孔/複音/低音與和弦口琴/產品資訊,口琴,樂器品牌/器材資訊,,https://www.instagram.com/suzukimusicglobal/,https://www.youtube.com/channel/UCIyVeF24bW3bO1azA8K8tgg,,,,https://suzukimusic-global.com/harmonicas.php?parent_cate_cd=1,,SUZUKI Harmonica Suzuki Musical Instrument Japan chromatic diatonic tremolo bass chord
296,C.A. SEYDEL SÖHNE,C.A. SEYDEL SÖHNE,品牌,德國,德國/克林根塔爾,十孔/半音階/複音與八度口琴/SEYDEL Academy/2026 工作坊,口琴,樂器品牌/器材資訊/教學,,,,,,,https://www.seydel1847.de/,,C.A. Seydel Sohne Germany harmonica 1847 stainless steel reeds workshops 2026
297,SHG Hering Harmonicas,SHG Hering Harmonicas,品牌,巴西,巴西/布盧梅瑙,十孔/半音階/複音口琴/藝術家與產品資訊,口琴,樂器品牌/器材資訊,https://facebook.com/shggaitas,https://www.instagram.com/shggaitas/,,,,,https://shg.art.br/,,SHG Hering Harmonicas Brazil gaita diatonic chromatic tremolo artists
298,香港兒童合唱團口琴課程,HKCC Harmonica Programme,教學/學校/青年,香港,香港,兒童口琴課程/合奏訓練/年度成果音樂會/2026 招生,半音階/口琴合奏,教學單位/青年培育,https://www.facebook.com/hkcchoir,https://www.instagram.com/hkcchoir/,https://www.youtube.com/user/hkcchoir,,,,https://hkcchoir.org.hk/en/instrumental-programme,,香港兒童合唱團 HKCC Harmonica Programme 口琴課程 Gordon Lee 2026 招生 兒童合奏
299,基隆社區大學就是吹口琴,Keelung Community University Harmonica,教學/社區,臺灣,臺灣/基隆,社區口琴課程/十孔/重奏/半音階/THMF 2026 熟齡組,十孔/半音階/口琴合奏,教學單位/社區推廣,,,,,,,https://kcu.twcu.org.tw/course/m_course_list.php,,基隆社區大學 就是吹口琴 陳鴻儀 2026 秋季班 THMF 熟齡組
300,류선웅 Sunwoong Ryu,Sunwoong Ryu,個人,韓國,韓國/大田/首爾,半音階/古典/Seoul Soloists/WHF 2025團體冠軍/THMF 2026半音階獨奏公開組第四名,半音階口琴,國際演出人員/音樂教師,,,,,,,https://www.daejeon.go.kr/djac/performanceView.do?code=5379&listCondition=&menuSeq=6709&pageIndex=1&type=image&yyyymm=202604,,류선웅 Sunwoong Ryu harmonica Seoul Soloists APHF 2018 WHF 2025 THMF 2026 A1 fourth music teacher
301,梁栢渝 Ramiel Leung,Ramiel Leung,個人,香港,香港,半音階/Perfect Fourth/音樂製作與錄音/2023 香港國際半音階口琴大賽冠軍/APHF 2026,半音階,國際演出人員/口琴教師/音樂製作人,,,,,,,https://www.perfectfourth.org/ramielleung.html,,梁栢渝 梁柏渝 Ramiel Leung harmonica Perfect Fourth HKHA APHF 2026 world champion teacher producer
302,白燕生,Bai Yansheng,個人,中國,中國/北京,半音階/北京口琴樂團/中國大眾音樂協會口琴專業委員會/教材編著/APHF 2026,半音階,國際演出人員/教育者/協會推廣者/作者,,,,,,,https://www.harmonica.org.cn/dongtai-show.asp?Pone=16&plt=36,,白燕生 Bai Yansheng 口琴 北京口琴樂團 中國大眾音樂協會 口琴專業委員會 APHF 2026 教材
303,陳詩霖,Chen Shilin,個人,中國,中國,口琴演奏/APHF 2026 東方之夜,口琴,國際演出人員,,,,,,,https://aphfx-1255574727.cos.ap-shanghai.myqcloud.com/20260525/b7c13721063843dea26d91b405ad27dc.png,,陳詩霖 陈诗霖 Chen Shilin 口琴 APHF 2026 東方之夜
304,張雅誥,Chong Ah Kow,個人,馬來西亞,馬來西亞/吉隆坡,複音/五聲音階口琴研發/亞太口琴節/文化藝術推廣/APHF 2026,複音/五聲音階口琴,國際演出人員/教育者/協會推廣者,https://facebook.com/harmonicachong,,https://www.youtube.com/@MyHarmonicaWorld,,,,https://myharmonicaworld.com/zh/the-founder/,,張雅誥 张雅诰 Chong Ah Kow harmonica Malaysia world champion pentatonic tremolo APHF 2026
305,黃浚宇,Wong Chun Yu,個人,香港,香港,複音/五葉草口琴隊/亞太與首爾口琴節冠軍/香港口琴協會理事/APHF 2026,複音,國際演出人員/講師/協會理事,,,,,,,https://www.hkharmonica.org/cas2024-25-talk-3/,,黃浚宇 黄浚宇 Wong Chun Yu harmonica tremolo Clover Harmonica HKHA APHF SIHF 2026
306,楊樂,Le Yang,個人,中國,中國/北京,中國藍調口琴先行者/流行錄音與現場演奏/七合板樂隊/APHF 2026,十孔口琴/長笛/吉他,國際演出人員/創作歌手/賽事評委,,,,,,,https://www.sonymusic.com.tw/album/le-yang-talking-to-myself-1/,,楊樂 杨乐 Le Yang 中國藍調口琴 七合板 自言自語 APHF 2026 Easttop
307,張錫範,Seokbeom Jang,個人,韓國,韓國/首爾,半音階口琴/Into The Harmonica代表/演奏教學與編曲/2012 APHF二重奏三重奏大合奏冠軍/獨奏亞軍/五重奏季軍/THMF 2026,半音階口琴,國際演出人員/大學教師/口琴學院代表/編曲者,,https://www.instagram.com/into_be_om/,,,,,https://cms.sjcu.ac.kr/ko/department/music-professor.do,,張錫範 장석범 Seokbeom Jang Into The Harmonica THMF 2026 APHF 2012 Seoul harmonica professor
308,Into The Harmonica 口琴學院,Into The Harmonica Academy,教學工作室,韓國,韓國/首爾,成人口琴教學/教材/示範演奏/半音階/THMF交流,半音階口琴,口琴教學機構/教材與影音來源,,,https://www.youtube.com/@INTOTHEHARMONICA,,,,,,인투더하모니카학원 Into The Harmonica Academy Seoul harmonica lesson Seokbeom Jang Jongseong Park THMF
309,韓國口琴領袖協會,Korea Harmonica Leaders Incorporated Association,協會,韓國,韓國/大邱,口琴教育/講師認證/教材出版/合奏/國際比賽與交流/2026年第26期講師資格課程,複音口琴/半音階口琴/和弦口琴/低音口琴,協會/教育與講師培訓/演出團體,,,https://www.youtube.com/channel/UC6ZDrvYsxIs-q06ImGWAW3g,,,,https://www.kharmonicaleaders.co.kr/,,사단법인 한국하모니카리더스 Korea Harmonica Leaders Daegu teacher certification 2026 26th APHF SIHF THMF
310,林津鋒,Lin Jinfeng,個人,中國,中國/福建/莆田/仙游,十孔口琴演奏/獨奏與樂團合作/影視配樂/歌唱與表演,十孔口琴,國際演出人員/歌手與演員/HOHNER 藝人,,,,,,,https://hohner.de/en/lin-jinfeng,,林津鋒 Lin Jinfeng harmonica Hohner 福建 莆田 仙游 影視配樂 歌手 演員
311,藍饃饃,Bunmonica Du,個人/器材技師,中國,中國,十孔口琴演奏/APHF 2018 公開組冠軍/SIHF 2024 亞軍/壓音教學/調音維修/口琴設計與譜例,十孔口琴,國際演出人員/教師/專業調音師/口琴設計師/工作室創辦人,https://www.facebook.com/groups/178333094509546/user/100092310542105,,,,,,https://www.jdrharmonica.com/pages/bunmonica-du,,藍饃饃 蓝馍馍 Bunmonica Du harmonica JDR APHF SIHF bending tuning designer
312,「天鵝自由呼吸」寧波口琴節,Swan Free Breathing Ningbo Harmonica Festival,活動/資訊入口,中國,中國/浙江/寧波,2026年6月28日/三場口琴音樂活動/精品音樂沙龍/城市口琴聯盟交流/紀念石人望誕辰120周年音樂會,半音階口琴/複音口琴/口琴合奏,中國地方口琴節/音樂會與交流活動來源,,,,,,,http://www.cmia.com.cn/qydt/11674.html,,天鵝自由呼吸 宁波口琴节 Swan Free Breathing Ningbo Harmonica Festival 2026 石人望 孟偉華 楊晟 安貴林 毛哲川
313,第二屆海峽兩岸（蕉城）口琴文化週,2nd Cross-Strait Jiaocheng Harmonica Culture Week,活動/資訊入口,中國,中國/福建/寧德/蕉城,2026年7月20日開幕/兩岸口琴樂團交流/天狼星與茱蒂專場/口琴擂台賽/百人合奏/公益與閩東文化探訪,半音階口琴/複音口琴/口琴重奏與合奏,兩岸口琴文化交流活動/音樂會與賽事資訊來源,,,,,,,https://nd.fjsen.com/wap/2026-07/21/content_32222166.htm,,第二屆海峽兩岸 蕉城 口琴文化週 2026 山海回響 兩岸和聲 天狼星 茱蒂 口琴擂台賽 琴系遠山
314,Rivet 口琴重奏,Rivet Harmonica Ensemble,團體,香港,香港,2014年成立/以半音階與低音口琴改編古典音樂/成都、巴林、首爾與德國等國際演出/《琴聲貢聚》2026-27計劃,半音階口琴/低音口琴/口琴重奏,國際演出團體/古典改編與青年口琴推廣,,,,,,,https://www.hkharmonica.org/cas2026-27-project-activation-concert/,,Rivet Harmonica Ensemble 香港 2014 chromatic bass classical 成都 巴林 首爾 德國 琴聲貢聚 2026
315,Yotam Ben-Or,Yotam Ben-Or,個人,以色列,比利時/以色列/紐約/國際,比利時與以色列背景的爵士半音階口琴家與作曲家/以中東、拉丁、非洲與古典語彙拓展現代爵士口琴/師承Grégoire Maret/林肯中心與卡內基音樂廳演出/2025專輯《Impermanence》/2026東華春藝季三重奏音樂會,半音階口琴/爵士口琴,國際演出人員/作曲家/爵士樂團領隊,https://www.facebook.com/yotambo/,https://www.instagram.com/yotambo1/,https://www.youtube.com/channel/UCj4vj3haLP9VWs_DOMbzbkQ,,,,https://www.yotambo.com/,,Yotam Ben-Or harmonica jazz composer Belgian Israeli New York Gregoire Maret Impermanence 2025 NDHU Spring Arts Festival Taiwan 2026
316,太平國小口琴隊,Taiping Elementary School Harmonica Ensemble,學校/青年,臺灣,臺灣/臺中/太平,臺中市太平國小口琴合奏團隊/長期扎根音樂教育與分部訓練/114學年度全國學生音樂比賽國小口琴合奏特優/2026達成連續四年全國賽特優,口琴合奏/校園口琴教育,學校團隊/青少年口琴教育/全國學生音樂比賽團隊,,,,,,,https://www.tc.edu.tw/page/e78c96c9-54fc-453a-8119-72e5d4d0dcde/activity-school-content?id=109586,,臺中 太平國小口琴隊 Taiping Elementary School Harmonica Ensemble 2026 全國學生音樂比賽 口琴合奏 特優 四連霸 蔡政嘉 姜義良
317,口琴音樂賽事中心,Harmonica Music Events Center,活動/資訊入口,中國,中國/全國,中國口琴賽事與藝術週資訊入口/亞太口琴藝術週/華夏口琴藝術週/敦煌杯/地方展演/簡章、日程、公告與演出影片,半音階口琴/複音口琴/十孔口琴/口琴重奏與合奏,中國口琴活動入口/賽事與音樂節資訊來源,,,,,,,https://www.aphfhx.com/,,口琴音樂賽事中心 口琴音乐赛事中心 APHF 華夏口琴藝術週 亞太口琴藝術週 敦煌杯 天水 眉山 2026
318,何東中學口琴隊,Hotung Secondary School Harmonica Band,學校/青年,香港,香港/銅鑼灣,1979年成立的女子口琴隊/學校與國際賽事演出/2017世界口琴節公開樂團組冠軍/2024亞太口琴節青少年室內樂金獎與二重奏銀獎/8名隊員參與2025世界口琴節並於2026祝捷音樂會演出,半音階口琴/和弦口琴/低音口琴/口琴合奏,學校團隊/青少年口琴教育/國際比賽團隊,,,,,,,https://hotungss.edu.hk/wp-content/uploads/2026/07/%E4%BD%95%E6%9D%B1%E4%B8%AD%E5%AD%B8%E7%AC%AC%E4%BA%8C%E6%9C%9F%E6%A0%A1%E8%A8%8A2025-26-1.pdf,,何東中學口琴隊 Hotung Secondary School Harmonica Band HSSHB 1979 女子口琴隊 WHF 2017 2025 APHF 2024 金獎 銀獎 2026 香港
319,莊庭皓 Ivan Chong,Ivan Chong Ting-ho,個人,香港,香港,半音階口琴演奏與教學/Perfect Fourth成員/何東中學口琴隊指揮與多校口琴導師/2009世界口琴節成人二重奏冠軍/2014起擔任首爾、亞太與世界口琴節評審及嘉賓/口琴維修與Co-op Harmonica創辦,半音階口琴,國際演出人員/口琴教師/學校樂團指揮/評審/維修技師,https://www.facebook.com/chongtingho,https://www.instagram.com/chongtingho/,https://www.youtube.com/channel/UCNjS1XofiGjUCzKTYz7DOLw,,,,https://ivanchong.com/,,莊庭皓 Ivan Chong Ting-ho Perfect Fourth Hotung Secondary School Harmonica Band WHF SIHF APHF Co-op Harmonica Hohner service technician 香港
320,黃庭晧,,個人,臺灣,臺灣,Stay Drunk 口琴樂團成員/2026首爾國際口琴節成人重奏第二名/2026臺中一中校友音樂會與大學聯合成發演出/公開分享SIHF參賽、THMF工作人員與校友會指揮經歷,口琴重奏,演出人員/樂團團員/校友會指揮,,https://www.instagram.com/hth941116/,,,,,,,黃庭晧 黃庭皓 hth941116 Stay Drunk 口琴樂團 SIHF THMF 首爾國際口琴節 臺灣口琴音樂節 臺中一中口琴社 口琴重奏 指揮 演出
321,黃渝雯,,個人,臺灣,臺灣/臺南/臺北,口琴演奏與教學/台南社區大學口琴教師/成大校園口琴教學與多所中小學口琴隊指導/巴巴口琴坊成員,口琴,演出人員/口琴教師/學校社團指導老師,https://www.facebook.com/huang.yu.wen.163338,,,,,,,,黃渝雯 巴巴 Huang Baba huang_baba 巴巴口琴坊 成大口琴社 德南國小口琴隊 公園國小口琴隊 馬光國中口琴隊 台南社區大學 中山女高口琴社
322,TOMBO祭アワード,TOMBO Festival Awards,活動/資訊入口,日本,日本/線上,トンボ楽器主辦的年度線上口琴與手風琴內容競賽/2026徵件期為5月15日至10月31日/11月13日公布結果/演奏、創作、影像與推廣任務,口琴/手風琴,國際線上賽事/徵件與結果資訊來源,https://www.facebook.com/tombogakki/,https://www.instagram.com/harmonica_accordion.jp/,https://www.youtube.com/@tombogakki,https://x.com/tombo_info,,,https://www.tombo-m.co.jp/tombofes/2026/award.html,,TOMBO祭アワード TOMBO Festival Awards 2026 トンボ楽器 口琴 手風琴 線上競賽 作品徵件 10秒間で鷲づかみ オフィシャルミッション フリーミッション
323,日本ハーモニカまつり,Japan Harmonica Festival,活動/資訊入口,日本,日本/東京/代代木,日本ハーモニカ芸術協会主辦/2027年4月23日至24日於國立奧林匹克紀念青少年綜合中心舉行/紀念口琴誕生200周年與佐藤秀廊世界大會優勝100周年/演奏、研修與交流,複音口琴/口琴合奏,國際音樂節/活動公告與報名資訊來源,,,,,,,https://jhaa.info/topics/index.html,,日本ハーモニカまつり Japan Harmonica Festival 2027 JHAA 日本ハーモニカ芸術協会 代々木 國立奧林匹克紀念青少年綜合中心 口琴200周年 佐藤秀廊
